date,region,cpu_used,cpu_total,storage_used,storage_allocated,weather_temp,power_outage,price_factor,day_of_week,month,quarter,is_weekend,utilization_ratio,storage_efficiency,cpu_usage,cpu_lag_1,cpu_lag_3,cpu_lag_7,cpu_roll_mean_7,cpu_roll_max_7,cpu_roll_min_7,cpu_roll_mean_30,cpu_roll_max_30,cpu_roll_min_30
2024-06-10,East,60.09,100,145.59,717.74,32.55,0,1.11,0,6,2,0,0.6009,0.20284504137988688,60.09,81.81,54.6,67.2,66.96571428571428,97.85,44.55,65.37266666666667,97.85,33.47
2024-06-11,East,78.46,100,477.13,528.76,28.27,0,1.05,1,6,2,0,0.7846,0.9023564566154777,78.46,60.09,77.31,44.55,71.81,97.85,52.55,65.06333333333333,97.85,33.47
2024-06-12,East,94.33,100,547.6,916.65,36.75,1,1.1,2,6,2,0,0.9433,0.5973926798669067,94.33,78.46,81.81,97.85,71.30714285714285,94.33,52.55,66.327,97.85,33.47
2024-06-13,East,61.9,100,261.66,981.28,34.86,0,0.86,3,6,2,0,0.619,0.2666517202021849,61.9,94.33,60.09,52.55,72.64285714285714,94.33,54.6,66.79566666666668,97.85,33.47
2024-06-14,East,41.69,100,516.27,658.31,13.56,0,0.8,4,6,2,0,0.4169,0.7842353906214398,41.69,61.9,78.46,54.6,70.79857142857142,94.33,41.69,66.639,97.85,33.47
2024-06-15,East,98.56,100,229.71,578.16,29.9,1,1.12,5,6,2,1,0.9856,0.39731216272312164,98.56,41.69,94.33,77.31,73.83428571428571,98.56,41.69,67.89266666666667,98.56,33.47
2024-06-16,East,65.97,100,405.81,926.59,15.02,0,1.08,6,6,2,1,0.6597,0.43796069458984016,65.97,98.56,61.9,81.81,71.57142857142857,98.56,41.69,67.50366666666667,98.56,33.47
2024-06-17,East,34.54,100,290.87,961.62,13.9,0,1.19,0,6,2,0,0.3454,0.30247914976809964,34.54,65.97,41.69,60.09,67.92142857142856,98.56,34.54,65.889,98.56,33.47
2024-06-18,East,41.95,100,288.25,743.07,19.95,0,1.11,1,6,2,0,0.41950000000000004,0.38791769281494337,41.95,34.54,98.56,78.46,62.705714285714286,98.56,34.54,64.23633333333333,98.56,33.47
2024-06-19,East,74.17,100,277.43,665.85,17.61,0,1.0,2,6,2,0,0.7417,0.41665540286851394,74.17,41.95,65.97,94.33,59.825714285714284,98.56,34.54,64.00833333333334,98.56,33.47
2024-06-20,East,46.72,100,435.94,923.77,11.15,0,0.81,3,6,2,0,0.4672,0.4719140045682367,46.72,74.17,34.54,61.9,57.65714285714286,98.56,34.54,63.624,98.56,33.47
2024-06-21,East,30.13,100,584.85,927.8,27.2,0,1.2,4,6,2,0,0.3013,0.6303621470144428,30.13,46.72,41.95,41.69,56.00571428571429,98.56,30.13,62.82600000000001,98.56,30.13
2024-06-22,East,73.91,100,295.99,778.83,27.32,0,0.82,5,6,2,1,0.7391,0.3800444256127781,73.91,30.13,74.17,98.56,52.48428571428571,74.17,30.13,62.105,98.56,30.13
2024-06-23,East,45.07,100,589.44,766.75,22.64,0,1.0,6,6,2,1,0.4507,0.7687512226931856,45.07,73.91,46.72,65.97,49.49857142857143,74.17,30.13,62.410999999999994,98.56,30.13
2024-06-24,East,42.29,100,525.28,895.63,37.02,1,1.2,0,6,2,0,0.4229,0.5864921898551857,42.29,45.07,30.13,34.54,50.60571428571428,74.17,30.13,61.68266666666667,98.56,30.13
2024-06-25,East,93.23,100,604.98,682.53,27.91,1,1.13,1,6,2,0,0.9323,0.8863786207199684,93.23,42.29,73.91,41.95,57.93142857142857,93.23,30.13,63.26033333333333,98.56,30.13
2024-06-26,East,55.34,100,770.04,869.04,28.08,1,1.09,2,6,2,0,0.5534,0.8860811930405965,55.34,93.23,45.07,74.17,55.24142857142858,93.23,30.13,62.87533333333333,98.56,30.13
2024-06-27,East,96.51,100,576.46,966.68,10.66,0,0.84,3,6,2,0,0.9651000000000001,0.5963297057971615,96.51,55.34,42.29,46.72,62.354285714285716,96.51,30.13,62.931000000000004,98.56,30.13
2024-06-28,East,38.41,100,630.0,981.46,10.54,1,1.02,4,6,2,0,0.38409999999999994,0.6419008416033256,38.41,96.51,93.23,30.13,63.537142857142854,96.51,38.41,62.929,98.56,30.13
2024-01-30,North,69.75,100,636.31,987.0,12.95,0,1.05,1,1,1,0,0.6975,0.644690982776089,69.75,38.59,49.64,37.31,67.19142857142857,99.92,38.59,63.95,99.92,31.2
2024-01-31,North,83.86,100,563.99,720.61,29.53,0,1.02,2,1,1,0,0.8386,0.7826563605833946,83.86,69.75,99.92,71.89,68.90142857142857,99.92,38.59,64.49666666666667,99.92,31.2
2024-02-01,North,97.99,100,524.91,594.79,18.79,0,1.01,3,2,1,0,0.9799,0.8825131559037643,97.99,83.86,38.59,82.88,71.06,99.92,38.59,65.85566666666666,99.92,31.2
2024-02-02,North,97.19,100,500.0,783.72,13.34,0,0.99,4,2,1,0,0.9719,0.6379829530954932,97.19,97.99,69.75,57.67,76.70571428571428,99.92,38.59,66.97,99.92,31.2
2024-02-03,North,96.42,100,699.17,916.9,27.36,0,0.81,5,2,1,1,0.9642000000000001,0.7625368088123023,96.42,97.19,83.86,49.64,83.38857142857144,99.92,38.59,66.965,99.92,31.2
2024-02-04,North,63.41,100,182.84,501.46,20.07,1,0.8,6,2,1,1,0.6341,0.36461532325609225,63.41,96.42,97.99,99.92,78.17285714285715,97.99,38.59,68.03866666666666,99.92,33.61
2024-02-05,North,67.73,100,159.03,695.37,34.67,0,0.98,0,2,1,0,0.6773,0.22869839078476206,67.73,63.41,97.19,38.59,82.33571428571429,97.99,63.41,69.10166666666667,99.92,33.61
2024-02-06,North,39.2,100,128.34,956.39,10.04,0,1.11,1,2,1,0,0.392,0.1341921182781083,39.2,67.73,96.42,69.75,77.97142857142856,97.99,39.2,68.348,99.92,33.61
2024-02-07,North,98.76,100,599.19,987.25,13.52,0,1.09,2,2,1,0,0.9876,0.6069283362876678,98.76,39.2,63.41,83.86,80.10000000000001,98.76,39.2,69.86033333333333,99.92,33.61
2024-02-08,North,96.3,100,911.39,960.28,21.25,0,0.87,3,2,1,0,0.963,0.9490877660682301,96.3,98.76,67.73,97.99,79.85857142857142,98.76,39.2,71.37266666666666,99.92,33.61
2024-02-09,North,77.08,100,864.51,984.42,23.03,0,1.05,4,2,1,0,0.7707999999999999,0.8781922350216371,77.08,96.3,39.2,97.19,76.98571428571428,98.76,39.2,71.80333333333333,99.92,33.61
2024-02-10,North,74.96,100,461.48,611.38,28.52,0,1.1,5,2,1,1,0.7495999999999999,0.7548169714416566,74.96,77.08,98.76,96.42,73.92,98.76,39.2,71.81633333333333,99.92,33.61
2024-02-11,North,49.18,100,469.56,650.46,22.5,1,1.04,6,2,1,1,0.4918,0.7218891246195,49.18,74.96,96.3,63.41,71.88714285714285,98.76,39.2,71.17666666666668,99.92,33.61
2024-02-12,North,59.59,100,108.07,818.51,33.58,0,0.9,0,2,1,0,0.5959,0.13203259581434557,59.59,49.18,77.08,67.73,70.72428571428571,98.76,39.2,71.65466666666666,99.92,33.61
2024-02-13,North,99.88,100,214.59,648.53,10.12,0,0.98,1,2,1,0,0.9987999999999999,0.3308867747058733,99.88,59.59,74.96,39.2,79.39285714285714,99.88,49.18,73.86366666666666,99.92,37.31
2024-02-14,North,93.96,100,785.69,962.51,33.32,0,1.03,2,2,1,0,0.9396,0.8162928177369586,93.96,99.88,49.18,98.76,78.70714285714287,99.88,49.18,73.74466666666667,99.92,37.31
2024-02-15,North,77.4,100,375.2,563.25,32.67,0,1.09,3,2,1,0,0.774,0.6661340434975588,77.4,93.96,59.59,96.3,76.00714285714285,99.88,49.18,73.70166666666667,99.92,37.31
2024-02-16,North,81.57,100,716.26,874.29,31.31,0,1.11,4,2,1,0,0.8157,0.8192476180672317,81.57,77.4,99.88,77.08,76.64857142857143,99.88,49.18,74.72299999999998,99.92,37.31
2024-02-17,North,98.95,100,731.95,962.79,29.49,0,1.17,5,2,1,1,0.9895,0.7602384736027588,98.95,81.57,93.96,74.96,80.07571428571428,99.88,49.18,74.75399999999999,99.92,37.31
2024-02-18,North,99.39,100,275.25,697.9,28.52,0,1.17,6,2,1,1,0.9939,0.39439747814873194,99.39,98.95,77.4,49.18,87.24857142857142,99.88,59.59,75.13166666666666,99.92,37.31
2024-02-19,North,85.97,100,655.05,888.37,35.66,0,1.1,0,2,1,0,0.8597,0.7373616848835507,85.97,99.39,81.57,59.59,91.01714285714286,99.88,77.4,75.79733333333334,99.92,37.31
2024-02-20,North,61.84,100,664.84,844.69,18.3,0,0.86,1,2,1,0,0.6184000000000001,0.7870816512566741,61.84,85.97,98.95,99.88,85.58285714285715,99.39,61.84,75.16533333333334,99.92,37.31
2024-02-21,North,51.85,100,271.23,750.55,35.26,0,1.04,2,2,1,0,0.5185,0.36137499167277337,51.85,61.84,99.39,93.96,79.56714285714285,99.39,51.85,75.33766666666665,99.92,37.31
2024-02-22,North,53.23,100,289.51,655.04,12.73,0,1.0,3,2,1,0,0.5323,0.44197300928187594,53.23,51.85,85.97,77.4,76.11428571428571,99.39,51.85,75.86833333333333,99.92,38.59
2024-02-23,North,76.1,100,261.43,537.15,39.89,0,0.84,4,2,1,0,0.7609999999999999,0.486698315181979,76.1,53.23,61.84,81.57,75.33285714285714,99.39,51.85,76.00866666666667,99.92,38.59
2024-02-24,North,67.73,100,877.2,879.92,38.45,0,0.84,5,2,1,1,0.6773,0.9969088098918084,67.73,76.1,51.85,98.95,70.87285714285714,99.39,51.85,75.50366666666667,99.92,38.59
2024-02-25,North,72.9,100,820.01,901.9,37.66,0,1.19,6,2,1,1,0.7290000000000001,0.9092027941013416,72.9,67.73,53.23,99.39,67.08857142857143,85.97,51.85,76.01133333333333,99.92,38.59
2024-02-26,North,85.25,100,813.87,871.51,18.57,1,0.9,0,2,1,0,0.8525,0.9338619178207939,85.25,72.9,76.1,85.97,66.98571428571428,85.25,51.85,77.19833333333332,99.92,38.59
2024-02-27,North,31.64,100,159.08,981.97,34.82,0,1.09,1,2,1,0,0.3164,0.16200087579050276,31.64,85.25,67.73,61.84,62.67142857142858,85.25,31.64,74.92233333333334,99.88,31.64
2024-02-28,North,30.35,100,116.27,662.06,39.4,1,0.87,2,2,1,0,0.3035,0.17561852400084585,30.35,31.64,72.9,51.85,59.6,85.25,30.35,74.64766666666667,99.88,30.35
2024-02-29,North,93.58,100,487.53,633.97,37.37,0,1.1,3,2,1,0,0.9358,0.769011151947253,93.58,30.35,85.25,53.23,65.36428571428573,93.58,30.35,75.442,99.88,30.35
2024-03-01,North,65.49,100,377.31,778.97,21.94,1,0.95,4,3,1,0,0.6548999999999999,0.48437038653606684,65.49,93.58,31.64,76.1,63.848571428571425,93.58,30.35,74.82966666666668,99.88,30.35
2024-03-02,North,63.13,100,642.63,930.48,14.06,0,0.93,5,3,1,1,0.6313,0.6906435388186742,63.13,65.49,30.35,67.73,63.19142857142857,93.58,30.35,73.66766666666666,99.88,30.35
2024-03-03,North,48.41,100,691.46,705.33,24.88,0,1.09,6,3,1,1,0.4841,0.9803354458196872,48.41,63.13,93.58,72.9,59.69285714285714,93.58,30.35,72.04166666666667,99.88,30.35
2024-03-04,North,86.12,100,679.53,862.84,26.04,0,0.84,0,3,1,0,0.8612000000000001,0.7875504149089054,86.12,48.41,65.49,85.25,59.81714285714286,93.58,30.35,71.69833333333334,99.88,30.35
2024-03-05,North,34.0,100,834.64,881.25,14.7,1,0.83,1,3,1,0,0.34,0.947109219858156,34.0,86.12,63.13,31.64,60.15428571428572,93.58,30.35,70.718,99.88,30.35
2024-03-06,North,47.95,100,532.44,533.15,32.38,0,1.09,2,3,1,0,0.47950000000000004,0.9986682922254526,47.95,34.0,48.41,30.35,62.66857142857143,93.58,34.0,70.05866666666665,99.88,30.35
2024-03-07,North,71.66,100,684.56,837.21,19.08,0,1.16,3,3,1,0,0.7166,0.8176682074987158,71.66,47.95,86.12,93.58,59.53714285714286,86.12,34.0,71.14066666666668,99.88,30.35
2024-03-08,North,57.92,100,553.48,639.68,39.45,0,0.87,4,3,1,0,0.5792,0.8652451225612807,57.92,71.66,34.0,65.49,58.45571428571429,86.12,34.0,69.77933333333334,99.88,30.35
2024-03-09,North,83.37,100,550.96,850.3,11.21,1,1.03,5,3,1,1,0.8337,0.6479595436904623,83.37,57.92,47.95,63.13,61.34714285714286,86.12,34.0,69.34833333333333,99.88,30.35
2024-03-10,North,90.26,100,116.14,654.18,13.33,0,1.08,6,3,1,1,0.9026000000000001,0.17753523495062523,90.26,83.37,71.66,48.41,67.32571428571428,90.26,34.0,69.78766666666667,99.88,30.35
2024-03-11,North,95.93,100,488.46,930.01,33.46,0,0.96,0,3,1,0,0.9593,0.5252201589230223,95.93,90.26,57.92,86.12,68.72714285714287,95.93,34.0,70.48666666666666,99.88,30.35
2024-03-12,North,51.89,100,397.31,677.71,14.71,0,0.81,1,3,1,0,0.5189,0.5862537073379469,51.89,95.93,83.37,34.0,71.28285714285714,95.93,47.95,70.577,99.88,30.35
2024-03-13,North,86.22,100,126.75,612.06,12.67,1,1.1,2,3,1,0,0.8622,0.20708754043721206,86.22,51.89,90.26,47.95,76.75,95.93,51.89,71.46466666666667,99.88,30.35
2024-03-14,North,92.41,100,330.48,915.6,16.65,0,0.88,3,3,1,0,0.9240999999999999,0.36094364351245084,92.41,86.22,95.93,71.66,79.71428571428571,95.93,51.89,71.21566666666668,99.39,30.35
2024-03-15,North,83.29,100,285.19,915.64,12.86,0,0.95,4,3,1,0,0.8329000000000001,0.3114652046655891,83.29,92.41,51.89,57.92,83.33857142857143,95.93,51.89,70.86,99.39,30.35
2024-03-16,North,62.56,100,688.05,999.19,10.88,0,1.01,5,3,1,1,0.6256,0.6886077722955594,62.56,83.29,86.22,83.37,80.36571428571429,95.93,51.89,70.36533333333334,99.39,30.35
2024-03-17,North,93.63,100,716.47,739.08,11.73,0,0.95,6,3,1,1,0.9362999999999999,0.9694079125399144,93.63,62.56,92.41,90.26,80.84714285714286,95.93,51.89,70.76733333333333,99.39,30.35
2024-03-18,North,63.88,100,620.52,876.16,32.68,0,1.02,0,3,1,0,0.6388,0.7082268078889701,63.88,93.63,83.29,95.93,76.26857142857143,93.63,51.89,69.59833333333333,99.39,30.35
2024-03-19,North,39.81,100,330.51,613.89,20.08,0,0.8,1,3,1,0,0.3981,0.5383863558617994,39.81,63.88,62.56,51.89,74.54285714285713,93.63,39.81,67.61233333333334,95.93,30.35
2024-03-20,North,60.29,100,578.48,602.4,20.7,1,0.9,2,3,1,0,0.6029,0.9602921646746349,60.29,39.81,93.63,86.22,70.83857142857143,93.63,39.81,66.75633333333333,95.93,30.35
2024-03-21,North,64.96,100,522.24,659.01,32.03,0,1.06,3,3,1,0,0.6496,0.79246141940183,64.96,60.29,63.88,92.41,66.91714285714286,93.63,39.81,66.86033333333333,95.93,30.35
2024-03-22,North,37.21,100,820.55,922.74,33.72,0,0.85,4,3,1,0,0.3721,0.88925374428333,37.21,64.96,39.81,83.29,60.33428571428571,93.63,37.21,66.37233333333333,95.93,30.35
2024-03-23,North,33.68,100,474.67,909.18,17.05,0,1.17,5,3,1,1,0.3368,0.5220858355881124,33.68,37.21,60.29,62.56,56.208571428571425,93.63,33.68,65.72066666666666,95.93,30.35
2024-03-24,North,98.45,100,155.05,657.18,19.31,1,1.05,6,3,1,1,0.9845,0.23593231686904656,98.45,33.68,64.96,93.63,56.89714285714285,98.45,33.68,66.46566666666666,98.45,30.35
2024-03-25,North,65.91,100,316.68,650.04,12.48,0,0.94,0,3,1,0,0.6591,0.48717002030644274,65.91,98.45,37.21,63.88,57.18714285714286,98.45,33.68,66.405,98.45,30.35
2024-03-26,North,30.09,100,133.05,544.64,32.17,0,0.91,1,3,1,0,0.3009,0.2442898061104583,30.09,65.91,33.68,39.81,55.79857142857143,98.45,30.09,64.978,98.45,30.09
2024-03-27,North,66.18,100,550.92,618.07,11.28,0,0.91,2,3,1,0,0.6618,0.8913553480997297,66.18,30.09,98.45,60.29,56.63999999999999,98.45,30.09,64.34233333333333,98.45,30.09
2024-03-28,North,85.89,100,158.78,724.55,25.89,0,0.88,3,3,1,0,0.8589,0.21914291629287144,85.89,66.18,65.91,64.96,59.629999999999995,98.45,30.09,66.15066666666668,98.45,30.09
2024-03-29,North,82.07,100,219.94,735.52,14.9,0,0.98,4,3,1,0,0.8207,0.2990265390472047,82.07,85.89,30.09,37.21,66.03857142857143,98.45,30.09,67.87466666666667,98.45,30.09
2024-03-30,North,30.04,100,579.27,823.5,12.71,1,1.15,5,3,1,1,0.3004,0.703424408014572,30.04,82.07,66.18,33.68,65.51857142857143,98.45,30.04,65.75666666666667,98.45,30.04
2024-03-31,North,34.11,100,116.69,570.4,19.23,0,1.0,6,3,1,1,0.3411,0.2045757363253857,34.11,30.04,85.89,98.45,56.32714285714286,85.89,30.04,64.71066666666667,98.45,30.04
2024-04-01,North,31.0,100,772.11,792.82,33.16,0,1.02,0,4,2,0,0.31,0.9738780555485482,31.0,34.11,82.07,65.91,51.339999999999996,85.89,30.04,63.63966666666666,98.45,30.04
2024-04-02,North,98.07,100,414.29,749.29,27.98,1,0.95,1,4,2,0,0.9806999999999999,0.5529100882168453,98.07,31.0,30.04,30.09,61.05142857142857,98.07,30.04,65.295,98.45,30.04
2024-04-03,North,96.5,100,101.83,548.3,16.45,1,0.9,2,4,2,0,0.965,0.18571949662593473,96.5,98.07,34.11,66.18,65.38285714285715,98.07,30.04,65.641,98.45,30.04
2024-04-04,North,70.36,100,239.51,572.23,34.55,0,0.97,3,4,2,0,0.7036,0.4185554759449871,70.36,96.5,31.0,85.89,63.16428571428571,98.07,30.04,66.853,98.45,30.04
2024-04-05,North,96.63,100,177.76,804.24,21.78,0,1.05,4,4,2,0,0.9662999999999999,0.22102854869193275,96.63,70.36,98.07,82.07,65.24428571428572,98.07,30.04,68.47566666666667,98.45,30.04
2024-04-06,North,84.78,100,414.06,831.91,23.39,0,1.11,5,4,2,1,0.8478,0.49772210936279165,84.78,96.63,96.5,30.04,73.06428571428572,98.07,31.0,68.913,98.45,30.04
2024-04-07,North,30.63,100,713.95,997.7,31.03,0,0.88,6,4,2,1,0.3063,0.715595870502155,30.63,84.78,70.36,34.11,72.56714285714285,98.07,30.63,68.00333333333333,98.45,30.04
2024-04-08,North,94.72,100,481.91,593.15,36.1,0,1.15,0,4,2,0,0.9472,0.8124589058416928,94.72,30.63,96.63,31.0,81.66999999999999,98.07,30.63,68.38166666666667,98.45,30.04
2024-04-09,North,81.57,100,509.59,539.44,14.07,0,1.14,1,4,2,0,0.8157,0.9446648376093726,81.57,94.72,84.78,98.07,79.31285714285714,96.63,30.63,68.092,98.45,30.04
2024-04-10,North,64.95,100,751.9,866.04,32.86,1,1.12,2,4,2,0,0.6495000000000001,0.8682047018613459,64.95,81.57,30.63,96.5,74.80571428571429,96.63,30.63,67.05933333333333,98.45,30.04
2024-04-11,North,53.64,100,112.1,606.24,30.37,0,0.96,3,4,2,0,0.5364,0.1849102665610979,53.64,64.95,94.72,70.36,72.41714285714285,96.63,30.63,67.11766666666666,98.45,30.04
2024-04-12,North,64.54,100,235.57,649.33,16.49,0,0.85,4,4,2,0,0.6454000000000001,0.3627893367009071,64.54,53.64,81.57,96.63,67.83285714285714,94.72,30.63,66.395,98.45,30.04
2024-04-13,North,62.59,100,468.62,724.47,23.78,0,0.88,5,4,2,1,0.6259,0.6468452799977915,62.59,64.54,64.95,84.78,64.66285714285713,94.72,30.63,65.401,98.45,30.04
2024-04-14,North,54.14,100,413.78,861.33,35.17,0,0.94,6,4,2,1,0.5414,0.48039659596205864,54.14,62.59,53.64,30.63,68.02142857142857,94.72,53.64,64.42933333333333,98.45,30.04
2024-04-15,North,74.51,100,168.23,544.42,26.65,0,1.02,0,4,2,0,0.7451000000000001,0.3090077513684288,74.51,54.14,64.54,94.72,65.13428571428571,81.57,53.64,64.82766666666666,98.45,30.04
2024-04-16,North,99.21,100,135.91,895.09,31.33,0,1.0,1,4,2,0,0.9921,0.15183947982884402,99.21,74.51,62.59,81.57,67.6542857142857,99.21,53.64,65.01366666666667,99.21,30.04
2024-04-17,North,92.32,100,741.2,809.23,31.54,0,0.93,2,4,2,0,0.9231999999999999,0.9159324295935642,92.32,99.21,54.14,64.95,71.56428571428572,99.21,53.64,65.96166666666666,99.21,30.04
2024-04-18,North,81.75,100,286.84,980.19,23.94,0,0.89,3,4,2,0,0.8175,0.2926371417786347,81.75,92.32,74.51,53.64,75.58000000000001,99.21,54.14,67.35966666666667,99.21,30.04
2024-04-19,North,56.83,100,197.06,920.81,18.84,0,0.82,4,4,2,0,0.5683,0.21400723276245914,56.83,81.75,99.21,64.54,74.47857142857143,99.21,54.14,67.24433333333333,99.21,30.04
2024-04-20,North,30.36,100,274.66,855.19,10.39,1,1.18,5,4,2,1,0.3036,0.32116839532735414,30.36,56.83,92.32,62.59,69.8742857142857,99.21,30.36,66.091,99.21,30.04
2024-04-21,North,62.19,100,482.27,680.56,16.62,1,0.98,6,4,2,1,0.6219,0.7086370048195604,62.19,30.36,81.75,54.14,71.02428571428571,99.21,30.36,66.92366666666666,99.21,30.04
2024-04-22,North,55.48,100,133.94,910.83,36.27,0,1.0,0,4,2,0,0.5548,0.14705268820745912,55.48,62.19,56.83,74.51,68.30571428571429,99.21,30.36,67.65033333333334,99.21,30.04
2024-04-23,North,64.1,100,506.45,801.79,23.25,0,1.19,1,4,2,0,0.6409999999999999,0.6316491849486774,64.1,55.48,30.36,99.21,63.29,92.32,30.36,66.50533333333334,99.21,30.04
2024-04-24,North,84.89,100,468.57,507.85,34.55,0,0.93,2,4,2,0,0.8489,0.9226543270650782,84.89,64.1,62.19,92.32,62.228571428571435,84.89,30.36,67.13799999999999,99.21,30.04
2024-04-25,North,88.28,100,248.51,504.39,16.85,1,0.82,3,4,2,0,0.8828,0.4926941454033585,88.28,84.89,55.48,81.75,63.16142857142857,88.28,30.36,69.07766666666666,99.21,30.04
2024-04-26,North,91.54,100,131.72,901.71,13.84,1,1.07,4,4,2,0,0.9154000000000001,0.1460780073416065,91.54,88.28,64.1,56.83,68.11999999999999,91.54,30.36,69.923,99.21,30.04
2024-04-27,North,82.35,100,430.18,589.65,34.87,1,1.17,5,4,2,1,0.8234999999999999,0.729551428813703,82.35,91.54,84.89,30.36,75.54714285714286,91.54,55.48,69.805,99.21,30.04
2024-04-28,North,87.5,100,524.66,618.67,24.38,0,1.01,6,4,2,1,0.875,0.8480449997575444,87.5,82.35,88.28,62.19,79.16285714285713,91.54,55.48,69.986,99.21,30.04
2024-04-29,North,44.6,100,592.39,658.7,29.65,0,1.03,0,4,2,0,0.446,0.8993320176104447,44.6,87.5,91.54,55.48,77.60857142857142,91.54,44.6,70.47133333333333,99.21,30.36
2024-04-30,North,33.98,100,589.28,983.11,36.95,0,0.84,1,4,2,0,0.3398,0.5994039324185493,33.98,44.6,82.35,64.1,73.30571428571429,91.54,33.98,70.467,99.21,30.36
2024-05-01,North,38.28,100,419.26,593.97,18.12,1,1.03,2,5,2,0,0.38280000000000003,0.7058605653484182,38.28,33.98,87.5,84.89,66.64714285714285,91.54,33.98,70.70966666666666,99.21,30.36
2024-05-02,North,49.7,100,539.31,773.24,11.64,0,0.82,3,5,2,0,0.49700000000000005,0.69746779783767,49.7,38.28,44.6,88.28,61.13571428571429,91.54,33.98,69.09733333333334,99.21,30.36
2024-05-03,North,81.32,100,203.98,678.55,36.53,0,1.02,4,5,2,0,0.8131999999999999,0.3006115982609977,81.32,49.7,33.98,91.54,59.675714285714285,87.5,33.98,68.59133333333332,99.21,30.36
2024-05-04,North,41.17,100,127.77,561.15,13.62,0,1.11,5,5,2,1,0.4117,0.2276931301790965,41.17,81.32,38.28,82.35,53.79285714285714,87.5,33.98,67.61833333333333,99.21,30.36
2024-05-05,North,44.97,100,633.66,635.08,20.95,0,0.89,6,5,2,1,0.4497,0.9977640612206335,44.97,41.17,49.7,87.5,47.71714285714285,81.32,33.98,65.89633333333333,99.21,30.36
2024-05-06,North,97.8,100,100.21,679.36,30.2,0,0.83,0,5,2,0,0.978,0.14750647668393782,97.8,44.97,81.32,44.6,55.31714285714286,97.8,33.98,66.33033333333333,99.21,30.36
2024-05-07,North,68.75,100,139.36,505.45,16.28,0,1.17,1,5,2,0,0.6875,0.2757147096646553,68.75,97.8,41.17,33.98,60.284285714285716,97.8,38.28,67.601,99.21,30.36
2024-05-08,North,50.55,100,731.46,797.82,15.63,0,0.84,2,5,2,0,0.5055,0.9168233436113409,50.55,68.75,44.97,38.28,62.037142857142854,97.8,41.17,66.12866666666667,99.21,30.36
2024-05-09,North,51.74,100,472.38,701.32,35.0,0,0.94,3,5,2,0,0.5174,0.6735584326698225,51.74,50.55,97.8,49.7,62.32857142857142,97.8,41.17,65.13433333333334,99.21,30.36
2024-05-10,North,46.27,100,680.99,897.3,18.26,0,0.88,4,5,2,0,0.46270000000000006,0.7589323526133958,46.27,51.74,68.75,81.32,57.32142857142857,97.8,41.17,64.51166666666667,99.21,30.36
2024-05-11,North,41.83,100,289.1,539.98,13.15,0,1.03,5,5,2,1,0.4183,0.5353901996370236,41.83,46.27,50.55,41.17,57.41571428571429,97.8,41.83,64.118,99.21,30.36
2024-05-12,North,84.72,100,336.91,871.15,26.06,0,0.99,6,5,2,1,0.8472,0.3867416633186019,84.72,41.83,51.74,44.97,63.09428571428571,97.8,41.83,64.79066666666667,99.21,30.36
2024-05-13,North,64.68,100,311.89,662.74,31.05,0,0.86,0,5,2,0,0.6468,0.4706068744907505,64.68,84.72,46.27,97.8,58.362857142857145,84.72,41.83,64.86033333333334,99.21,30.36
2024-05-14,North,84.61,100,134.2,570.43,30.86,0,0.82,1,5,2,0,0.8461,0.23526111880511194,84.61,64.68,41.83,68.75,60.628571428571426,84.72,41.83,65.876,99.21,30.36
2024-05-15,North,99.83,100,540.49,703.48,17.91,0,0.8,2,5,2,0,0.9983,0.7683089782225507,99.83,84.61,84.72,50.55,67.66857142857143,99.83,41.83,66.72,99.83,30.36
2024-05-16,North,99.67,100,158.19,660.62,13.7,1,1.06,3,5,2,0,0.9967,0.23945687384578124,99.67,99.83,64.68,51.74,74.51571428571428,99.83,41.83,66.73533333333333,99.83,30.36
2024-05-17,North,59.51,100,302.25,563.71,22.18,1,0.95,4,5,2,0,0.5951,0.5361799506838623,59.51,99.67,84.61,46.27,76.40714285714286,99.83,41.83,65.64166666666667,99.83,30.36
2024-05-18,North,61.82,100,406.79,813.25,16.07,1,1.18,5,5,2,1,0.6182,0.500202889640332,61.82,59.51,99.83,41.83,79.26285714285714,99.83,59.51,64.97733333333333,99.83,30.36
2024-05-19,North,48.54,100,538.83,676.53,25.31,0,0.93,6,5,2,1,0.4854,0.7964613542636692,48.54,61.82,99.67,84.72,74.0942857142857,99.83,48.54,64.701,99.83,30.36
2024-05-20,North,87.88,100,367.32,931.66,29.48,0,0.92,0,5,2,0,0.8787999999999999,0.39426400188910116,87.88,48.54,59.51,64.68,77.40857142857143,99.83,48.54,66.61833333333333,99.83,33.98
2024-05-21,North,98.18,100,358.15,703.95,34.13,0,1.12,1,5,2,0,0.9818000000000001,0.5087719298245613,98.18,87.88,61.82,84.61,79.34714285714287,99.83,48.54,67.818,99.83,33.98
2024-05-22,North,62.27,100,258.59,542.92,24.02,0,1.13,2,5,2,0,0.6227,0.4762948500699919,62.27,98.18,48.54,99.83,73.98142857142857,99.67,48.54,68.04433333333334,99.83,33.98
2024-05-23,North,83.19,100,429.58,909.19,23.54,0,1.17,3,5,2,0,0.8319,0.47248649897161205,83.19,62.27,87.88,99.67,71.62714285714286,98.18,48.54,68.68066666666667,99.83,33.98
